Municipios;Distritos;Secciones;Indicadores demográficos;Periodo;Total
28079 Madrid;2807918 Madrid distrito 18;;Edad media de la población;2017;38,0
28079 Madrid;2807918 Madrid distrito 18;;Edad media de la población;2016;37,8
28079 Madrid;2807918 Madrid distrito 18;;Edad media de la población;2015;37,6
28079 Madrid;2807918 Madrid distrito 18;;Porcentaje de población menor de 18 años;2022;20,1
28079 Madrid;2807918 Madrid distrito 18;;Porcentaje de población menor de 18 años;2021;20,4
28079 Madrid;2807918 Madrid distrito 18;;Porcentaje de población menor de 18 años;2020;20,6
28079 Madrid;2807918 Madrid distrito 18;;Porcentaje de población menor de 18 años;2019;20,8
28079 Madrid;2807918 Madrid distrito 18;;Porcentaje de población menor de 18 años;2018;21,0
28079 Madrid;2807918 Madrid distrito 18;;Porcentaje de población menor de 18 años;2017;21,1
28079 Madrid;2807918 Madrid distrito 18;;Porcentaje de población menor de 18 años;2016;21,1
28079 Madrid;2807918 Madrid distrito 18;;Porcentaje de población menor de 18 años;2015;20,8
28079 Madrid;2807918 Madrid distrito 18;;Porcentaje de población de 65 y más años;2022;13,2
28079 Madrid;2807918 Madrid distrito 18;;Porcentaje de población de 65 y más años;2021;13,0
28079 Madrid;2807918 Madrid distrito 18;;Porcentaje de población de 65 y más años;2020;12,6
28079 Madrid;2807918 Madrid distrito 18;;Porcentaje de población de 65 y más años;2019;12,5
28079 Madrid;2807918 Madrid distrito 18;;Porcentaje de población de 65 y más años;2018;12,3
28079 Madrid;2807918 Madrid distrito 18;;Porcentaje de población de 65 y más años;2017;12,2
28079 Madrid;2807918 Madrid distrito 18;;Porcentaje de población de 65 y más años;2016;12,0
28079 Madrid;2807918 Madrid distrito 18;;Porcentaje de población de 65 y más años;2015;11,9
28079 Madrid;2807918 Madrid distrito 18;;Tamaño medio del hogar;2022;2,6
28079 Madrid;2807918 Madrid distrito 18;;Tamaño medio del hogar;2021;2,6
28079 Madrid;2807918 Madrid distrito 18;;Tamaño medio del hogar;2020;2,6
28079 Madrid;2807918 Madrid distrito 18;;Tamaño medio del hogar;2019;2,6
28079 Madrid;2807918 Madrid distrito 18;;Tamaño medio del hogar;2018;2,6
28079 Madrid;2807918 Madrid distrito 18;;Tamaño medio del hogar;2017;2,6
28079 Madrid;2807918 Madrid distrito 18;;Tamaño medio del hogar;2016;2,6
28079 Madrid;2807918 Madrid distrito 18;;Tamaño medio del hogar;2015;2,5
28079 Madrid;2807918 Madrid distrito 18;;Población;2022;116.371
28079 Madrid;2807918 Madrid distrito 18;;Población;2021;113.429
28079 Madrid;2807918 Madrid distrito 18;;Población;2020;113.019
28079 Madrid;2807918 Madrid distrito 18;;Población;2019;113.067
28079 Madrid;2807918 Madrid distrito 18;;Población;2018;109.275
28079 Madrid;2807918 Madrid distrito 18;;Población;2017;106.479
28079 Madrid;2807918 Madrid distrito 18;;Población;2016;103.149
28079 Madrid;2807918 Madrid distrito 18;;Población;2015;100.775
28079 Madrid;2807919 Madrid distrito 19;;Edad media de la población;2022;40,4
28079 Madrid;2807919 Madrid distrito 19;;Edad media de la población;2021;40,6
28079 Madrid;2807919 Madrid distrito 19;;Edad media de la población;2020;40,7
28079 Madrid;2807919 Madrid distrito 19;;Edad media de la población;2019;40,5
28079 Madrid;2807919 Madrid distrito 19;;Edad media de la población;2018;40,3
28079 Madrid;2807919 Madrid distrito 19;;Edad media de la población;2017;40,0
28079 Madrid;2807919 Madrid distrito 19;;Edad media de la población;2016;39,6
28079 Madrid;2807919 Madrid distrito 19;;Edad media de la población;2015;39,3
28079 Madrid;2807919 Madrid distrito 19;;Porcentaje de población menor de 18 años;2022;19,2
28079 Madrid;2807919 Madrid distrito 19;;Porcentaje de población menor de 18 años;2021;19,6
28079 Madrid;2807919 Madrid distrito 19;;Porcentaje de población menor de 18 años;2020;20,0
28079 Madrid;2807919 Madrid distrito 19;;Porcentaje de población menor de 18 años;2019;20,4
28079 Madrid;2807919 Madrid distrito 19;;Porcentaje de población menor de 18 años;2018;20,9
28079 Madrid;2807919 Madrid distrito 19;;Porcentaje de población menor de 18 años;2017;21,4
28079 Madrid;2807919 Madrid distrito 19;;Porcentaje de población menor de 18 años;2016;22,0
28079 Madrid;2807919 Madrid distrito 19;;Porcentaje de población menor de 18 años;2015;22,2
28079 Madrid;2807919 Madrid distrito 19;;Porcentaje de población de 65 y más años;2022;13,5
28079 Madrid;2807919 Madrid distrito 19;;Porcentaje de población de 65 y más años;2021;13,7
28079 Madrid;2807919 Madrid distrito 19;;Porcentaje de población de 65 y más años;2020;14,2
28079 Madrid;2807919 Madrid distrito 19;;Porcentaje de población de 65 y más años;2019;14,4
28079 Madrid;2807919 Madrid distrito 19;;Porcentaje de población de 65 y más años;2018;14,5
28079 Madrid;2807919 Madrid distrito 19;;Porcentaje de población de 65 y más años;2017;14,6
28079 Madrid;2807919 Madrid distrito 19;;Porcentaje de población de 65 y más años;2016;14,6
28079 Madrid;2807919 Madrid distrito 19;;Porcentaje de población de 65 y más años;2015;14,5
28079 Madrid;2807919 Madrid distrito 19;;Tamaño medio del hogar;2022;2,6
28079 Madrid;2807919 Madrid distrito 19;;Tamaño medio del hogar;2021;2,7
28079 Madrid;2807919 Madrid distrito 19;;Tamaño medio del hogar;2020;2,7
28079 Madrid;2807919 Madrid distrito 19;;Tamaño medio del hogar;2019;2,7
28079 Madrid;2807919 Madrid distrito 19;;Tamaño medio del hogar;2018;2,7
28079 Madrid;2807919 Madrid distrito 19;;Tamaño medio del hogar;2017;2,7
28079 Madrid;2807919 Madrid distrito 19;;Tamaño medio del hogar;2016;2,7
28079 Madrid;2807919 Madrid distrito 19;;Tamaño medio del hogar;2015;2,7
28079 Madrid;2807919 Madrid distrito 19;;Población;2022;82.727
28079 Madrid;2807919 Madrid distrito 19;;Población;2021;78.151
28079 Madrid;2807919 Madrid distrito 19;;Población;2020;74.158
28079 Madrid;2807919 Madrid distrito 19;;Población;2019;73.106
28079 Madrid;2807919 Madrid distrito 19;;Población;2018;71.337
28079 Madrid;2807919 Madrid distrito 19;;Población;2017;70.262
28079 Madrid;2807919 Madrid distrito 19;;Población;2016;69.359
28079 Madrid;2807919 Madrid distrito 19;;Población;2015;68.994
28079 Madrid;2807920 Madrid distrito 20;;Edad media de la población;2022;43,3
28079 Madrid;2807920 Madrid distrito 20;;Edad media de la población;2021;43,3
28079 Madrid;2807920 Madrid distrito 20;;Edad media de la población;2020;43,0
28079 Madrid;2807920 Madrid distrito 20;;Edad media de la población;2019;42,7
28079 Madrid;2807920 Madrid distrito 20;;Edad media de la población;2018;42,6
28079 Madrid;2807920 Madrid distrito 20;;Edad media de la población;2017;42,5
28079 Madrid;2807920 Madrid distrito 20;;Edad media de la población;2016;42,3
28079 Madrid;2807920 Madrid distrito 20;;Edad media de la población;2015;42,1
28079 Madrid;2807920 Madrid distrito 20;;Porcentaje de población menor de 18 años;2022;15,8
28079 Madrid;2807920 Madrid distrito 20;;Porcentaje de población menor de 18 años;2021;16,4
28079 Madrid;2807920 Madrid distrito 20;;Porcentaje de población menor de 18 años;2020;16,8
28079 Madrid;2807920 Madrid distrito 20;;Porcentaje de población menor de 18 años;2019;17,3
28079 Madrid;2807920 Madrid distrito 20;;Porcentaje de población menor de 18 años;2018;17,9
28079 Madrid;2807920 Madrid distrito 20;;Porcentaje de población menor de 18 años;2017;18,2
28079 Madrid;2807920 Madrid distrito 20;;Porcentaje de población menor de 18 años;2016;18,6
28079 Madrid;2807920 Madrid distrito 20;;Porcentaje de población menor de 18 años;2015;18,7
28079 Madrid;2807920 Madrid distrito 20;;Porcentaje de población de 65 y más años;2022;17,7
28079 Madrid;2807920 Madrid distrito 20;;Porcentaje de población de 65 y más años;2021;17,6
28079 Madrid;2807920 Madrid distrito 20;;Porcentaje de población de 65 y más años;2020;17,4
28079 Madrid;2807920 Madrid distrito 20;;Porcentaje de población de 65 y más años;2019;17,3
28079 Madrid;2807920 Madrid distrito 20;;Porcentaje de población de 65 y más años;2018;17,5
28079 Madrid;2807920 Madrid distrito 20;;Porcentaje de población de 65 y más años;2017;17,6
28079 Madrid;2807920 Madrid distrito 20;;Porcentaje de población de 65 y más años;2016;17,7
28079 Madrid;2807920 Madrid distrito 20;;Porcentaje de población de 65 y más años;2015;17,7
28079 Madrid;2807920 Madrid distrito 20;;Tamaño medio del hogar;2022;2,6
28079 Madrid;2807920 Madrid distrito 20;;Tamaño medio del hogar;2021;2,6
28079 Madrid;2807920 Madrid distrito 20;;Tamaño medio del hogar;2020;2,6
28079 Madrid;2807920 Madrid distrito 20;;Tamaño medio del hogar;2019;2,6
28079 Madrid;2807920 Madrid distrito 20;;Tamaño medio del hogar;2018;2,6
28079 Madrid;2807920 Madrid distrito 20;;Tamaño medio del hogar;2017;2,6
28079 Madrid;2807920 Madrid distrito 20;;Tamaño medio del hogar;2016;2,6
28079 Madrid;2807920 Madrid distrito 20;;Tamaño medio del hogar;2015;2,6
28079 Madrid;2807920 Madrid distrito 20;;Población;2022;159.045
28079 Madrid;2807920 Madrid distrito 20;;Población;2021;156.364
28079 Madrid;2807920 Madrid distrito 20;;Población;2020;157.175
28079 Madrid;2807920 Madrid distrito 20;;Población;2019;158.757
28079 Madrid;2807920 Madrid distrito 20;;Población;2018;156.044
28079 Madrid;2807920 Madrid distrito 20;;Población;2017;154.112
28079 Madrid;2807920 Madrid distrito 20;;Población;2016;152.495
28079 Madrid;2807920 Madrid distrito 20;;Población;2015;151.572
28079 Madrid;2807921 Madrid distrito 21;;Edad media de la población;2022;42,8
28079 Madrid;2807921 Madrid distrito 21;;Edad media de la población;2021;42,4
28079 Madrid;2807921 Madrid distrito 21;;Edad media de la población;2020;41,7
28079 Madrid;2807921 Madrid distrito 21;;Edad media de la población;2019;41,3
28079 Madrid;2807921 Madrid distrito 21;;Edad media de la población;2018;41,1
28079 Madrid;2807921 Madrid distrito 21;;Edad media de la población;2017;40,9
28079 Madrid;2807921 Madrid distrito 21;;Edad media de la población;2016;40,7
28079 Madrid;2807921 Madrid distrito 21;;Edad media de la población;2015;40,5
28079 Madrid;2807921 Madrid distrito 21;;Porcentaje de población menor de 18 años;2022;18,7
28079 Madrid;2807921 Madrid distrito 21;;Porcentaje de población menor de 18 años;2021;19,2
28079 Madrid;2807921 Madrid distrito 21;;Porcentaje de población menor de 18 años;2020;20,0
28079 Madrid;2807921 Madrid distrito 21;;Porcentaje de población menor de 18 años;2019;20,2
28079 Madrid;2807921 Madrid distrito 21;;Porcentaje de población menor de 18 años;2018;20,5
28079 Madrid;2807921 Madrid distrito 21;;Porcentaje de población menor de 18 años;2017;20,6
28079 Madrid;2807921 Madrid distrito 21;;Porcentaje de población menor de 18 años;2016;20,5
28079 Madrid;2807921 Madrid distrito 21;;Porcentaje de población menor de 18 años;2015;20,2
28079 Madrid;2807921 Madrid distrito 21;;Porcentaje de población de 65 y más años;2022;19,0
28079 Madrid;2807921 Madrid distrito 21;;Porcentaje de población de 65 y más años;2021;18,7
28079 Madrid;2807921 Madrid distrito 21;;Porcentaje de población de 65 y más años;2020;17,8
28079 Madrid;2807921 Madrid distrito 21;;Porcentaje de población de 65 y más años;2019;17,7
28079 Madrid;2807921 Madrid distrito 21;;Porcentaje de población de 65 y más años;2018;17,6
28079 Madrid;2807921 Madrid distrito 21;;Porcentaje de población de 65 y más años;2017;17,5
28079 Madrid;2807921 Madrid distrito 21;;Porcentaje de población de 65 y más años;2016;17,1
28079 Madrid;2807921 Madrid distrito 21;;Porcentaje de población de 65 y más años;2015;16,8
28079 Madrid;2807921 Madrid distrito 21;;Tamaño medio del hogar;2022;2,6
28079 Madrid;2807921 Madrid distrito 21;;Tamaño medio del hogar;2021;2,6
28079 Madrid;2807921 Madrid distrito 21;;Tamaño medio del hogar;2020;2,6
28079 Madrid;2807921 Madrid distrito 21;;Tamaño medio del hogar;2019;2,7
28079 Madrid;2807921 Madrid distrito 21;;Tamaño medio del hogar;2018;2,7
28079 Madrid;2807921 Madrid distrito 21;;Tamaño medio del hogar;2017;2,7
28079 Madrid;2807921 Madrid distrito 21;;Tamaño medio del hogar;2016;2,7
28079 Madrid;2807921 Madrid distrito 21;;Tamaño medio del hogar;2015;2,7
28079 Madrid;2807921 Madrid distrito 21;;Población;2022;48.417
28079 Madrid;2807921 Madrid distrito 21;;Población;2021;47.978
28079 Madrid;2807921 Madrid distrito 21;;Población;2020;49.524
28079 Madrid;2807921 Madrid distrito 21;;Población;2019;49.630
28079 Madrid;2807921 Madrid distrito 21;;Población;2018;48.621
28079 Madrid;2807921 Madrid distrito 21;;Población;2017;47.488
28079 Madrid;2807921 Madrid distrito 21;;Población;2016;46.532
28079 Madrid;2807921 Madrid distrito 21;;Población;2015;45.951
