Año;Mes;Distrito;Paro registrado
2020;Septiembre;20. San Blas-Canillejas;10.702
2020;Septiembre;21. Barajas;2.375
2020;Octubre;01. Centro;10.342
2020;Octubre;02. Arganzuela;8.478
2020;Octubre;03. Retiro;4.958
2020;Octubre;04. Salamanca;5.992
2020;Octubre;05. Chamartín;5.881
2020;Octubre;06. Tetuán;10.363
2020;Octubre;07. Chamberí;5.993
2020;Octubre;08. Fuencarral-El Pardo;10.930
2020;Octubre;09. Moncloa-Aravaca;5.264
2020;Octubre;10. Latina;16.600
2020;Octubre;11. Carabanchel;20.419
2020;Octubre;12. Usera;12.133
2020;Octubre;13. Puente de Vallecas;21.791
2020;Octubre;14. Moratalaz;6.136
2020;Octubre;15. Ciudad Lineal;13.129
2020;Octubre;16. Hortaleza;9.926
2020;Octubre;17. Villaverde;13.812
2020;Octubre;18. Villa de Vallecas;8.757
2020;Octubre;19. Vicálvaro;5.470
2020;Octubre;20. San Blas-Canillejas;10.874
2020;Octubre;21. Barajas;2.436
2020;Noviembre;01. Centro;10.280
2020;Noviembre;02. Arganzuela;8.423
2020;Noviembre;03. Retiro;4.890
2020;Noviembre;04. Salamanca;5.991
2020;Noviembre;05. Chamartín;5.856
2020;Noviembre;06. Tetuán;10.393
2020;Noviembre;07. Chamberí;5.963
2020;Noviembre;08. Fuencarral-El Pardo;10.881
2020;Noviembre;09. Moncloa-Aravaca;5.238
2020;Noviembre;10. Latina;16.624
2020;Noviembre;11. Carabanchel;20.403
2020;Noviembre;12. Usera;12.239
2020;Noviembre;13. Puente de Vallecas;22.041
2020;Noviembre;14. Moratalaz;6.079
2020;Noviembre;15. Ciudad Lineal;13.167
2020;Noviembre;16. Hortaleza;9.865
2020;Noviembre;17. Villaverde;13.926
2020;Noviembre;18. Villa de Vallecas;8.791
2020;Noviembre;19. Vicálvaro;5.438
2020;Noviembre;20. San Blas-Canillejas;10.929
2020;Noviembre;21. Barajas;2.434
2020;Diciembre;01. Centro;10.227
2020;Diciembre;02. Arganzuela;8.367
2020;Diciembre;03. Retiro;4.875
2020;Diciembre;04. Salamanca;6.034
2020;Diciembre;05. Chamartín;5.808
2020;Diciembre;06. Tetuán;10.341
2020;Diciembre;07. Chamberí;5.984
2020;Diciembre;08. Fuencarral-El Pardo;10.978
2020;Diciembre;09. Moncloa-Aravaca;5.227
2020;Diciembre;10. Latina;16.703
2020;Diciembre;11. Carabanchel;20.481
2020;Diciembre;12. Usera;12.328
2020;Diciembre;13. Puente de Vallecas;22.125
2020;Diciembre;14. Moratalaz;6.113
2020;Diciembre;15. Ciudad Lineal;13.264
2020;Diciembre;16. Hortaleza;9.826
2020;Diciembre;17. Villaverde;14.037
2020;Diciembre;18. Villa de Vallecas;8.744
2020;Diciembre;19. Vicálvaro;5.514
2020;Diciembre;20. San Blas-Canillejas;11.006
2020;Diciembre;21. Barajas;2.420
2021;Enero;01. Centro;10.395
2021;Enero;02. Arganzuela;8.599
2021;Enero;03. Retiro;5.011
2021;Enero;04. Salamanca;6.065
2021;Enero;05. Chamartín;5.865
2021;Enero;06. Tetuán;10.499
2021;Enero;07. Chamberí;6.022
2021;Enero;08. Fuencarral-El Pardo;11.124
2021;Enero;09. Moncloa-Aravaca;5.278
2021;Enero;10. Latina;16.993
2021;Enero;11. Carabanchel;20.852
2021;Enero;12. Usera;12.652
2021;Enero;13. Puente de Vallecas;22.568
2021;Enero;14. Moratalaz;6.248
2021;Enero;15. Ciudad Lineal;13.602
2021;Enero;16. Hortaleza;9.915
2021;Enero;17. Villaverde;14.326
2021;Enero;18. Villa de Vallecas;8.819
2021;Enero;19. Vicálvaro;5.567
2021;Enero;20. San Blas-Canillejas;11.235
2021;Enero;21. Barajas;2.465
2021;Febrero;01. Centro;10.562
2021;Febrero;02. Arganzuela;8.677
2021;Febrero;03. Retiro;5.025
2021;Febrero;04. Salamanca;6.150
2021;Febrero;05. Chamartín;5.929
2021;Febrero;06. Tetuán;10.669
2021;Febrero;07. Chamberí;6.101
2021;Febrero;08. Fuencarral-El Pardo;11.271
2021;Febrero;09. Moncloa-Aravaca;5.334
2021;Febrero;10. Latina;17.318
2021;Febrero;11. Carabanchel;21.218
2021;Febrero;12. Usera;12.912
2021;Febrero;13. Puente de Vallecas;22.878
2021;Febrero;14. Moratalaz;6.243
2021;Febrero;15. Ciudad Lineal;13.807
2021;Febrero;16. Hortaleza;10.088
2021;Febrero;17. Villaverde;14.540
2021;Febrero;18. Villa de Vallecas;8.949
2021;Febrero;19. Vicálvaro;5.617
2021;Febrero;20. San Blas-Canillejas;11.474
2021;Febrero;21. Barajas;2.532
2021;Marzo;01. Centro;10.355
2021;Marzo;02. Arganzuela;8.504
2021;Marzo;03. Retiro;4.972
2021;Marzo;04. Salamanca;6.064
2021;Marzo;05. Chamartín;5.800
2021;Marzo;06. Tetuán;10.611
2021;Marzo;07. Chamberí;5.964
2021;Marzo;08. Fuencarral-El Pardo;11.067
2021;Marzo;09. Moncloa-Aravaca;5.268
2021;Marzo;10. Latina;17.150
2021;Marzo;11. Carabanchel;20.917
2021;Marzo;12. Usera;12.785
2021;Marzo;13. Puente de Vallecas;22.500
2021;Marzo;14. Moratalaz;6.206
2021;Marzo;15. Ciudad Lineal;13.626
2021;Marzo;16. Hortaleza;9.902
2021;Marzo;17. Villaverde;14.456
2021;Marzo;18. Villa de Vallecas;8.787
2021;Marzo;19. Vicálvaro;5.657
2021;Marzo;20. San Blas-Canillejas;11.388
2021;Marzo;21. Barajas;2.467
2021;Abril;01. Centro;10.203
2021;Abril;02. Arganzuela;8.382
2021;Abril;03. Retiro;4.985
2021;Abril;04. Salamanca;5.983
2021;Abril;05. Chamartín;5.689
2021;Abril;06. Tetuán;10.541
2021;Abril;07. Chamberí;5.947
2021;Abril;08. Fuencarral-El Pardo;10.985
2021;Abril;09. Moncloa-Aravaca;5.199
2021;Abril;10. Latina;17.037
2021;Abril;11. Carabanchel;20.680
2021;Abril;12. Usera;12.665
2021;Abril;13. Puente de Vallecas;22.554
2021;Abril;14. Moratalaz;6.172
2021;Abril;15. Ciudad Lineal;13.461
2021;Abril;16. Hortaleza;9.735
2021;Abril;17. Villaverde;14.254
2021;Abril;18. Villa de Vallecas;8.817
2021;Abril;19. Vicálvaro;5.559
2021;Abril;20. San Blas-Canillejas;11.310
2021;Abril;21. Barajas;2.439
2021;Mayo;01. Centro;9.930
2021;Mayo;02. Arganzuela;8.048
2021;Mayo;03. Retiro;4.856
2021;Mayo;04. Salamanca;5.858
2021;Mayo;05. Chamartín;5.524
2021;Mayo;06. Tetuán;10.295
2021;Mayo;07. Chamberí;5.736
2021;Mayo;08. Fuencarral-El Pardo;10.830
2021;Mayo;09. Moncloa-Aravaca;5.061
2021;Mayo;10. Latina;16.629
2021;Mayo;11. Carabanchel;20.143
2021;Mayo;12. Usera;12.340
2021;Mayo;13. Puente de Vallecas;22.086
2021;Mayo;14. Moratalaz;6.003
2021;Mayo;15. Ciudad Lineal;13.133
2021;Mayo;16. Hortaleza;9.586
2021;Mayo;17. Villaverde;13.833
2021;Mayo;18. Villa de Vallecas;8.514
2021;Mayo;19. Vicálvaro;5.467
2021;Mayo;20. San Blas-Canillejas;11.047
2021;Mayo;21. Barajas;2.335
2021;Junio;01. Centro;9.730
2021;Junio;02. Arganzuela;7.867
2021;Junio;03. Retiro;4.799
2021;Junio;04. Salamanca;5.783
2021;Junio;05. Chamartín;5.447
2021;Junio;06. Tetuán;10.059
2021;Junio;07. Chamberí;5.656
2021;Junio;08. Fuencarral-El Pardo;10.672
2021;Junio;09. Moncloa-Aravaca;5.004
2021;Junio;10. Latina;16.112
2021;Junio;11. Carabanchel;19.699
2021;Junio;12. Usera;11.885
2021;Junio;13. Puente de Vallecas;21.644
2021;Junio;14. Moratalaz;5.974
2021;Junio;15. Ciudad Lineal;12.699
2021;Junio;16. Hortaleza;9.450
2021;Junio;17. Villaverde;13.431
2021;Junio;18. Villa de Vallecas;8.417
2021;Junio;19. Vicálvaro;5.385
2021;Junio;20. San Blas-Canillejas;10.830
2021;Junio;21. Barajas;2.323
2021;Julio;01. Centro;9.547
2021;Julio;02. Arganzuela;7.815
2021;Julio;03. Retiro;4.852
2021;Julio;04. Salamanca;5.774
2021;Julio;05. Chamartín;5.458
2021;Julio;06. Tetuán;9.823
2021;Julio;07. Chamberí;5.645
2021;Julio;08. Fuencarral-El Pardo;10.636
2021;Julio;09. Moncloa-Aravaca;4.928
2021;Julio;10. Latina;15.892
2021;Julio;11. Carabanchel;19.269
2021;Julio;12. Usera;11.601
2021;Julio;13. Puente de Vallecas;21.077
2021;Julio;14. Moratalaz;5.900
2021;Julio;15. Ciudad Lineal;12.515
2021;Julio;16. Hortaleza;9.486
2021;Julio;17. Villaverde;13.065
2021;Julio;18. Villa de Vallecas;8.323
2021;Julio;19. Vicálvaro;5.339
2021;Julio;20. San Blas-Canillejas;10.629
2021;Julio;21. Barajas;2.251
2021;Agosto;01. Centro;9.573
2021;Agosto;02. Arganzuela;7.860
2021;Agosto;03. Retiro;4.873
2021;Agosto;04. Salamanca;5.809
2021;Agosto;05. Chamartín;5.589
2021;Agosto;06. Tetuán;9.947
2021;Agosto;07. Chamberí;5.687
2021;Agosto;08. Fuencarral-El Pardo;10.817
2021;Agosto;09. Moncloa-Aravaca;4.990
2021;Agosto;10. Latina;15.977
2021;Agosto;11. Carabanchel;19.217
2021;Agosto;12. Usera;11.526
2021;Agosto;13. Puente de Vallecas;20.961
2021;Agosto;14. Moratalaz;5.966
2021;Agosto;15. Ciudad Lineal;12.507
2021;Agosto;16. Hortaleza;9.644
2021;Agosto;17. Villaverde;12.932
2021;Agosto;18. Villa de Vallecas;8.384
2021;Agosto;19. Vicálvaro;5.368
2021;Agosto;20. San Blas-Canillejas;10.672
2021;Agosto;21. Barajas;2.266
2021;Septiembre;01. Centro;9.285
2021;Septiembre;02. Arganzuela;7.618
2021;Septiembre;03. Retiro;4.745
2021;Septiembre;04. Salamanca;5.632
2021;Septiembre;05. Chamartín;5.425
2021;Septiembre;06. Tetuán;9.697
2021;Septiembre;07. Chamberí;5.533
2021;Septiembre;08. Fuencarral-El Pardo;10.533
2021;Septiembre;09. Moncloa-Aravaca;4.841
2021;Septiembre;10. Latina;15.660
2021;Septiembre;11. Carabanchel;18.853
2021;Septiembre;12. Usera;11.324
2021;Septiembre;13. Puente de Vallecas;20.398
2021;Septiembre;14. Moratalaz;5.846
2021;Septiembre;15. Ciudad Lineal;12.242
2021;Septiembre;16. Hortaleza;9.412
2021;Septiembre;17. Villaverde;12.660
2021;Septiembre;18. Villa de Vallecas;8.156
2021;Septiembre;19. Vicálvaro;5.290
2021;Septiembre;20. San Blas-Canillejas;10.424
2021;Septiembre;21. Barajas;2.219
2021;Octubre;01. Centro;8.930
2021;Octubre;02. Arganzuela;7.365
2021;Octubre;03. Retiro;4.541
2021;Octubre;04. Salamanca;5.406
2021;Octubre;05. Chamartín;5.270
2021;Octubre;06. Tetuán;9.315
2021;Octubre;07. Chamberí;5.291
2021;Octubre;08. Fuencarral-El Pardo;10.214
2021;Octubre;09. Moncloa-Aravaca;4.650
2021;Octubre;10. Latina;15.278
2021;Octubre;11. Carabanchel;18.428
2021;Octubre;12. Usera;11.092
2021;Octubre;13. Puente de Vallecas;19.883
2021;Octubre;14. Moratalaz;5.692
2021;Octubre;15. Ciudad Lineal;11.946
2021;Octubre;16. Hortaleza;9.136
2021;Octubre;17. Villaverde;12.462
2021;Octubre;18. Villa de Vallecas;8.114
2021;Octubre;19. Vicálvaro;5.227
2021;Octubre;20. San Blas-Canillejas;10.121
2021;Octubre;21. Barajas;2.150
2021;Noviembre;01. Centro;8.710
2021;Noviembre;02. Arganzuela;7.176
2021;Noviembre;03. Retiro;4.438
2021;Noviembre;04. Salamanca;5.342
2021;Noviembre;05. Chamartín;5.159
2021;Noviembre;06. Tetuán;9.199
2021;Noviembre;07. Chamberí;5.156
2021;Noviembre;08. Fuencarral-El Pardo;9.963
2021;Noviembre;09. Moncloa-Aravaca;4.588
2021;Noviembre;10. Latina;14.871
2021;Noviembre;11. Carabanchel;18.030
2021;Noviembre;12. Usera;10.846
2021;Noviembre;13. Puente de Vallecas;19.587
2021;Noviembre;14. Moratalaz;5.607
2021;Noviembre;15. Ciudad Lineal;11.583
2021;Noviembre;16. Hortaleza;8.933
2021;Noviembre;17. Villaverde;12.232
2021;Noviembre;18. Villa de Vallecas;7.895
2021;Noviembre;19. Vicálvaro;5.123
2021;Noviembre;20. San Blas-Canillejas;9.844
2021;Noviembre;21. Barajas;2.098
2021;Diciembre;01. Centro;8.138
2021;Diciembre;02. Arganzuela;6.732
2021;Diciembre;03. Retiro;4.122
2021;Diciembre;04. Salamanca;4.919
2021;Diciembre;05. Chamartín;4.861
2021;Diciembre;06. Tetuán;8.515
2021;Diciembre;07. Chamberí;4.763
2021;Diciembre;08. Fuencarral-El Pardo;9.260
2021;Diciembre;09. Moncloa-Aravaca;4.229
2021;Diciembre;10. Latina;13.932
2021;Diciembre;11. Carabanchel;16.761
2021;Diciembre;12. Usera;10.047
2021;Diciembre;13. Puente de Vallecas;18.337
2021;Diciembre;14. Moratalaz;5.235
2021;Diciembre;15. Ciudad Lineal;10.771
2021;Diciembre;16. Hortaleza;8.344
2021;Diciembre;17. Villaverde;11.466
2021;Diciembre;18. Villa de Vallecas;7.407
2021;Diciembre;19. Vicálvaro;4.792
2021;Diciembre;20. San Blas-Canillejas;9.142
2021;Diciembre;21. Barajas;1.969
2022;Enero;01. Centro;7.813
2022;Enero;02. Arganzuela;6.551
2022;Enero;03. Retiro;4.063
2022;Enero;04. Salamanca;4.655
2022;Enero;05. Chamartín;4.621
2022;Enero;06. Tetuán;8.240
2022;Enero;07. Chamberí;4.594
2022;Enero;08. Fuencarral-El Pardo;8.880
2022;Enero;09. Moncloa-Aravaca;4.025
2022;Enero;10. Latina;13.608
2022;Enero;11. Carabanchel;16.270
2022;Enero;12. Usera;9.743
2022;Enero;13. Puente de Vallecas;17.960
2022;Enero;14. Moratalaz;5.091
2022;Enero;15. Ciudad Lineal;10.496
2022;Enero;16. Hortaleza;8.116
2022;Enero;17. Villaverde;11.166
2022;Enero;18. Villa de Vallecas;7.250
2022;Enero;19. Vicálvaro;4.731
2022;Enero;20. San Blas-Canillejas;9.103
2022;Enero;21. Barajas;1.888
2022;Febrero;01. Centro;7.299
2022;Febrero;02. Arganzuela;6.188
2022;Febrero;03. Retiro;3.800
2022;Febrero;04. Salamanca;4.388
2022;Febrero;05. Chamartín;4.296
2022;Febrero;06. Tetuán;7.623
2022;Febrero;07. Chamberí;4.318
2022;Febrero;08. Fuencarral-El Pardo;8.500
2022;Febrero;09. Moncloa-Aravaca;3.853
2022;Febrero;10. Latina;12.968
2022;Febrero;11. Carabanchel;15.541
2022;Febrero;12. Usera;9.239
2022;Febrero;13. Puente de Vallecas;17.206
2022;Febrero;14. Moratalaz;4.854
2022;Febrero;15. Ciudad Lineal;9.969
2022;Febrero;16. Hortaleza;7.710
2022;Febrero;17. Villaverde;10.724
2022;Febrero;18. Villa de Vallecas;6.971
2022;Febrero;19. Vicálvaro;4.505
2022;Febrero;20. San Blas-Canillejas;8.593
2022;Febrero;21. Barajas;1.771
2022;Marzo;01. Centro;7.178
2022;Marzo;02. Arganzuela;6.066
2022;Marzo;03. Retiro;3.761
2022;Marzo;04. Salamanca;4.232
2022;Marzo;05. Chamartín;4.249
2022;Marzo;06. Tetuán;7.568
2022;Marzo;07. Chamberí;4.252
2022;Marzo;08. Fuencarral-El Pardo;8.463
2022;Marzo;09. Moncloa-Aravaca;3.854
2022;Marzo;10. Latina;12.710
2022;Marzo;11. Carabanchel;15.457
2022;Marzo;12. Usera;9.253
2022;Marzo;13. Puente de Vallecas;17.387
2022;Marzo;14. Moratalaz;4.837
2022;Marzo;15. Ciudad Lineal;9.871
2022;Marzo;16. Hortaleza;7.700
2022;Marzo;17. Villaverde;10.772
2022;Marzo;18. Villa de Vallecas;7.038
2022;Marzo;19. Vicálvaro;4.496
2022;Marzo;20. San Blas-Canillejas;8.532
2022;Marzo;21. Barajas;1.735
2022;Abril;01. Centro;6.875
2022;Abril;02. Arganzuela;5.836
2022;Abril;03. Retiro;3.681
2022;Abril;04. Salamanca;4.048
2022;Abril;05. Chamartín;4.104
2022;Abril;06. Tetuán;7.363
2022;Abril;07. Chamberí;4.149
2022;Abril;08. Fuencarral-El Pardo;8.233
2022;Abril;09. Moncloa-Aravaca;3.697
2022;Abril;10. Latina;12.276
2022;Abril;11. Carabanchel;14.905
2022;Abril;12. Usera;8.899
2022;Abril;13. Puente de Vallecas;16.787
2022;Abril;14. Moratalaz;4.716
2022;Abril;15. Ciudad Lineal;9.541
2022;Abril;16. Hortaleza;7.461
2022;Abril;17. Villaverde;10.355
2022;Abril;18. Villa de Vallecas;6.852
2022;Abril;19. Vicálvaro;4.411
2022;Abril;20. San Blas-Canillejas;8.325
2022;Abril;21. Barajas;1.720
2022;Mayo;01. Centro;6.545
2022;Mayo;02. Arganzuela;5.641
2022;Mayo;03. Retiro;3.422
2022;Mayo;04. Salamanca;3.830
2022;Mayo;05. Chamartín;3.951
2022;Mayo;06. Tetuán;7.025
2022;Mayo;07. Chamberí;3.955
2022;Mayo;08. Fuencarral-El Pardo;7.879
2022;Mayo;09. Moncloa-Aravaca;3.490
2022;Mayo;10. Latina;11.725
2022;Mayo;11. Carabanchel;14.148
2022;Mayo;12. Usera;8.573
2022;Mayo;13. Puente de Vallecas;16.103
2022;Mayo;14. Moratalaz;4.579
2022;Mayo;15. Ciudad Lineal;9.111
2022;Mayo;16. Hortaleza;7.077
2022;Mayo;17. Villaverde;9.767
2022;Mayo;18. Villa de Vallecas;6.627
2022;Mayo;19. Vicálvaro;4.243
2022;Mayo;20. San Blas-Canillejas;7.994
2022;Mayo;21. Barajas;1.666
2022;Junio;01. Centro;6.270
2022;Junio;02. Arganzuela;5.587
2022;Junio;03. Retiro;3.383
2022;Junio;04. Salamanca;3.740
2022;Junio;05. Chamartín;3.847
2022;Junio;06. Tetuán;6.792
2022;Junio;07. Chamberí;3.988
2022;Junio;08. Fuencarral-El Pardo;7.693
2022;Junio;09. Moncloa-Aravaca;3.430
2022;Junio;10. Latina;11.489
2022;Junio;11. Carabanchel;13.699
2022;Junio;12. Usera;8.372
2022;Junio;13. Puente de Vallecas;16.244
2022;Junio;14. Moratalaz;4.425
2022;Junio;15. Ciudad Lineal;8.971
2022;Junio;16. Hortaleza;6.893
2022;Junio;17. Villaverde;9.559
2022;Junio;18. Villa de Vallecas;6.129
2022;Junio;19. Vicálvaro;4.079
2022;Junio;20. San Blas-Canillejas;7.673
2022;Junio;21. Barajas;1.640
2022;Julio;01. Centro;6.563
2022;Julio;02. Arganzuela;5.681
2022;Julio;03. Retiro;3.453
2022;Julio;04. Salamanca;3.810
2022;Julio;05. Chamartín;3.890
2022;Julio;06. Tetuán;6.831
2022;Julio;07. Chamberí;3.923
2022;Julio;08. Fuencarral-El Pardo;7.902
2022;Julio;09. Moncloa-Aravaca;3.591
2022;Julio;10. Latina;11.563
2022;Julio;11. Carabanchel;13.912
2022;Julio;12. Usera;8.379
2022;Julio;13. Puente de Vallecas;15.799
2022;Julio;14. Moratalaz;4.476
2022;Julio;15. Ciudad Lineal;8.930
2022;Julio;16. Hortaleza;6.935
2022;Julio;17. Villaverde;9.513
2022;Julio;18. Villa de Vallecas;6.426
2022;Julio;19. Vicálvaro;4.272
2022;Julio;20. San Blas-Canillejas;7.874
2022;Julio;21. Barajas;1.646
2022;Agosto;01. Centro;6.716
2022;Agosto;02. Arganzuela;5.840
2022;Agosto;03. Retiro;3.552
2022;Agosto;04. Salamanca;3.844
2022;Agosto;05. Chamartín;3.895
2022;Agosto;06. Tetuán;6.940
2022;Agosto;07. Chamberí;3.995
2022;Agosto;08. Fuencarral-El Pardo;8.016
2022;Agosto;09. Moncloa-Aravaca;3.584
2022;Agosto;10. Latina;11.698
2022;Agosto;11. Carabanchel;14.058
2022;Agosto;12. Usera;8.353
2022;Agosto;13. Puente de Vallecas;15.793
2022;Agosto;14. Moratalaz;4.498
2022;Agosto;15. Ciudad Lineal;9.041
2022;Agosto;16. Hortaleza;7.093
2022;Agosto;17. Villaverde;9.458
2022;Agosto;18. Villa de Vallecas;6.479
2022;Agosto;19. Vicálvaro;4.322
2022;Agosto;20. San Blas-Canillejas;7.942
2022;Agosto;21. Barajas;1.653
2022;Septiembre;01. Centro;6.520
2022;Septiembre;02. Arganzuela;5.750
2022;Septiembre;03. Retiro;3.493
2022;Septiembre;04. Salamanca;3.788
2022;Septiembre;05. Chamartín;3.790
2022;Septiembre;06. Tetuán;6.956
2022;Septiembre;07. Chamberí;3.870
2022;Septiembre;08. Fuencarral-El Pardo;7.842
2022;Septiembre;09. Moncloa-Aravaca;3.600
2022;Septiembre;10. Latina;11.779
2022;Septiembre;11. Carabanchel;14.134
2022;Septiembre;12. Usera;8.446
2022;Septiembre;13. Puente de Vallecas;15.885
2022;Septiembre;14. Moratalaz;4.456
2022;Septiembre;15. Ciudad Lineal;9.109
2022;Septiembre;16. Hortaleza;6.878
2022;Septiembre;17. Villaverde;9.566
2022;Septiembre;18. Villa de Vallecas;6.438
2022;Septiembre;19. Vicálvaro;4.354
2022;Septiembre;20. San Blas-Canillejas;7.976
2022;Septiembre;21. Barajas;1.635
2022;Octubre;01. Centro;6.484
2022;Octubre;02. Arganzuela;5.661
2022;Octubre;03. Retiro;3.474
2022;Octubre;04. Salamanca;3.762
2022;Octubre;05. Chamartín;3.736
2022;Octubre;06. Tetuán;6.967
2022;Octubre;07. Chamberí;3.864
2022;Octubre;08. Fuencarral-El Pardo;7.822
2022;Octubre;09. Moncloa-Aravaca;3.500
2022;Octubre;10. Latina;11.787
2022;Octubre;11. Carabanchel;14.171
2022;Octubre;12. Usera;8.487
2022;Octubre;13. Puente de Vallecas;15.989
2022;Octubre;14. Moratalaz;4.441
2022;Octubre;15. Ciudad Lineal;9.127
2022;Octubre;16. Hortaleza;6.863
2022;Octubre;17. Villaverde;9.617
2022;Octubre;18. Villa de Vallecas;6.473
2022;Octubre;19. Vicálvaro;4.351
2022;Octubre;20. San Blas-Canillejas;8.007
2022;Octubre;21. Barajas;1.591
2022;Noviembre;01. Centro;6.279
2022;Noviembre;02. Arganzuela;5.494
2022;Noviembre;03. Retiro;3.365
2022;Noviembre;04. Salamanca;3.792
2022;Noviembre;05. Chamartín;3.674
2022;Noviembre;06. Tetuán;6.788
2022;Noviembre;07. Chamberí;3.846
2022;Noviembre;08. Fuencarral-El Pardo;7.719
2022;Noviembre;09. Moncloa-Aravaca;3.473
2022;Noviembre;10. Latina;11.559
2022;Noviembre;11. Carabanchel;13.953
2022;Noviembre;12. Usera;8.299
2022;Noviembre;13. Puente de Vallecas;15.654
2022;Noviembre;14. Moratalaz;4.370
2022;Noviembre;15. Ciudad Lineal;9.047
2022;Noviembre;16. Hortaleza;6.703
2022;Noviembre;17. Villaverde;9.459
2022;Noviembre;18. Villa de Vallecas;6.243
2022;Noviembre;19. Vicálvaro;4.252
2022;Noviembre;20. San Blas-Canillejas;7.905
2022;Noviembre;21. Barajas;1.591
2022;Diciembre;01. Centro;6.243
2022;Diciembre;02. Arganzuela;5.430
2022;Diciembre;03. Retiro;3.293
2022;Diciembre;04. Salamanca;3.717
2022;Diciembre;05. Chamartín;3.660
2022;Diciembre;06. Tetuán;6.678
2022;Diciembre;07. Chamberí;3.730
2022;Diciembre;08. Fuencarral-El Pardo;7.535
2022;Diciembre;09. Moncloa-Aravaca;3.410
2022;Diciembre;10. Latina;11.274
2022;Diciembre;11. Carabanchel;13.674
2022;Diciembre;12. Usera;8.097
2022;Diciembre;13. Puente de Vallecas;15.368
2022;Diciembre;14. Moratalaz;4.279
2022;Diciembre;15. Ciudad Lineal;8.848
2022;Diciembre;16. Hortaleza;6.629
2022;Diciembre;17. Villaverde;9.234
2022;Diciembre;18. Villa de Vallecas;6.088
2022;Diciembre;19. Vicálvaro;4.201
2022;Diciembre;20. San Blas-Canillejas;7.730
2022;Diciembre;21. Barajas;1.536
2023;Enero;01. Centro;6.424
2023;Enero;02. Arganzuela;5.642
2023;Enero;03. Retiro;3.392
2023;Enero;04. Salamanca;3.872
2023;Enero;05. Chamartín;3.763
2023;Enero;06. Tetuán;6.860
2023;Enero;07. Chamberí;3.835
2023;Enero;08. Fuencarral-El Pardo;7.770
2023;Enero;09. Moncloa-Aravaca;3.516
2023;Enero;10. Latina;11.690
2023;Enero;11. Carabanchel;14.028
2023;Enero;12. Usera;8.465
2023;Enero;13. Puente de Vallecas;16.042
2023;Enero;14. Moratalaz;4.468
2023;Enero;15. Ciudad Lineal;9.151
2023;Enero;16. Hortaleza;6.875
2023;Enero;17. Villaverde;9.578
2023;Enero;18. Villa de Vallecas;6.388
2023;Enero;19. Vicálvaro;4.422
2023;Enero;20. San Blas-Canillejas;7.951
2023;Enero;21. Barajas;1.575
2023;Febrero;01. Centro;6.608
2023;Febrero;02. Arganzuela;5.723
2023;Febrero;03. Retiro;3.421
2023;Febrero;04. Salamanca;3.838
2023;Febrero;05. Chamartín;3.809
2023;Febrero;06. Tetuán;7.019
2023;Febrero;07. Chamberí;3.907
2023;Febrero;08. Fuencarral-El Pardo;7.791
2023;Febrero;09. Moncloa-Aravaca;3.515
2023;Febrero;10. Latina;11.925
2023;Febrero;11. Carabanchel;14.410
2023;Febrero;12. Usera;8.639
2023;Febrero;13. Puente de Vallecas;16.300
2023;Febrero;14. Moratalaz;4.497
2023;Febrero;15. Ciudad Lineal;9.277
2023;Febrero;16. Hortaleza;6.915
2023;Febrero;17. Villaverde;9.928
2023;Febrero;18. Villa de Vallecas;6.619
2023;Febrero;19. Vicálvaro;4.475
2023;Febrero;20. San Blas-Canillejas;8.090
2023;Febrero;21. Barajas;1.588
2023;Marzo;01. Centro;6.590
2023;Marzo;02. Arganzuela;5.734
2023;Marzo;03. Retiro;3.400
2023;Marzo;04. Salamanca;3.886
2023;Marzo;05. Chamartín;3.838
2023;Marzo;06. Tetuán;7.061
2023;Marzo;07. Chamberí;3.900
2023;Marzo;08. Fuencarral-El Pardo;7.881
2023;Marzo;09. Moncloa-Aravaca;3.514
2023;Marzo;10. Latina;11.998
2023;Marzo;11. Carabanchel;14.551
2023;Marzo;12. Usera;8.780
2023;Marzo;13. Puente de Vallecas;16.489
2023;Marzo;14. Moratalaz;4.543
2023;Marzo;15. Ciudad Lineal;9.282
2023;Marzo;16. Hortaleza;6.906
2023;Marzo;17. Villaverde;10.032
2023;Marzo;18. Villa de Vallecas;6.645
2023;Marzo;19. Vicálvaro;4.517
2023;Marzo;20. San Blas-Canillejas;8.118
2023;Marzo;21. Barajas;1.598
2023;Abril;01. Centro;6.506
2023;Abril;02. Arganzuela;5.583
2023;Abril;03. Retiro;3.263
2023;Abril;04. Salamanca;3.812
2023;Abril;05. Chamartín;3.744
2023;Abril;06. Tetuán;6.893
2023;Abril;07. Chamberí;3.806
2023;Abril;08. Fuencarral-El Pardo;7.679
2023;Abril;09. Moncloa-Aravaca;3.500
2023;Abril;10. Latina;11.731
2023;Abril;11. Carabanchel;14.361
2023;Abril;12. Usera;8.564
2023;Abril;13. Puente de Vallecas;16.159
2023;Abril;14. Moratalaz;4.482
2023;Abril;15. Ciudad Lineal;9.152
2023;Abril;16. Hortaleza;6.817
2023;Abril;17. Villaverde;9.835
2023;Abril;18. Villa de Vallecas;6.566
2023;Abril;19. Vicálvaro;4.378
2023;Abril;20. San Blas-Canillejas;7.968
2023;Abril;21. Barajas;1.560
2023;Mayo;01. Centro;6.298
2023;Mayo;02. Arganzuela;5.469
2023;Mayo;03. Retiro;3.235
2023;Mayo;04. Salamanca;3.759
