Ano,Distrito,Precio_venta,Precio_alquiler,Esperanza_vida,Renta_media_persona,Edad_media,Mayores_65anos%,Menores_18anos%,Tamano_vivienda_personas,Paro_registrado%,Apartamentos_turisticos,Superficie_distrito_ha,Densidad_poblacion,Zonas_verdes%
2020,CENTRO,4994.833333333333,16.666666666666668,82.7,18314.0,43.5,0.158,0.085,2.0,0.07105060210189189,48.0,522.82,259.5902987643931,0.06264106193336139
2020,ARGANZUELA,3918.1666666666665,15.591666666666667,82.4,19284.0,44.4,0.198,0.136,2.3,0.053115003724639585,4.0,646.22,235.4306582897465,0.1365633994614837
2020,RETIRO,4541.666666666667,15.975,83.5,23227.0,46.8,0.263,0.13699999999999998,2.4,0.04029901287052925,1.0,546.62,214.30061102777066,0.06516409937433683
2020,SALAMANCA,5849.5,18.325,83.8,25932.0,45.8,0.23800000000000002,0.126,2.3,0.039560533475693424,8.0,539.24,264.00489577924486,0.05722869223351383
2020,CHAMARTIN,5090.416666666667,16.166666666666668,83.0,27719.0,45.0,0.233,0.153,2.5,0.03824044571151732,6.0,917.55,155.97188164132746,0.05888507438286742
2020,TETUAN,3676.6666666666665,15.833333333333334,81.5,16336.0,43.7,0.192,0.128,2.3,0.06187976282215943,4.0,537.47,289.72779876086105,0.11915083632574842
2020,CHAMBERI,5356.25,17.7,83.7,24913.0,45.8,0.24100000000000002,0.12,2.2,0.04162759561025914,5.0,467.92,289.4447768849376,0.02175585570182937
2020,FUENCARRALELPARDO,3525.8333333333335,12.725,82.7,20217.0,42.7,0.21100000000000002,0.19699999999999998,2.7,0.04216335359171341,0.0,23783.84,10.21815652981184,0.014479579411903207
2020,MONCLOAARAVACA,3915.25,14.908333333333333,82.6,24138.0,44.1,0.218,0.16399999999999998,2.5,0.04158836861016679,12.0,4653.11,25.160376608332925,0.04265964054148731
2020,LATINA,2295.5,12.508333333333333,82.4,13261.0,46.2,0.245,0.13699999999999998,2.5,0.06582903825698508,1.0,2542.72,92.55718285930028,0.10877328215454317
2020,CARABANCHEL,2169.0,12.225,81.6,11713.0,43.1,0.187,0.16,2.6,0.07542125793458486,3.0,1404.83,179.20033028907415,0.16386324323939552
2020,USERA,1991.6666666666667,12.016666666666666,81.5,10239.0,42.1,0.16699999999999998,0.16899999999999998,2.8,0.08177474484883497,0.0,777.77,178.0474947606619,0.21677359630739165
2020,PUENTEDEVALLECAS,1920.1666666666667,12.458333333333334,80.5,10445.0,43.0,0.177,0.153,2.6,0.08816897098545912,2.0,1496.86,155.73467124513985,0.1797028446214075
